ID,ORDER_ID,PRODUCT_ID,SALES,QUANTITY,DISCOUNT,PROFIT,START_DATE,END_DATE,IS_CURRENT
90,CA-2016-109806,TEC-PH-10004093,73.5840,2,0.20,8.2782,2025-06-26,,true
91,CA-2016-109806,OFF-PA-10000304,6.4800,1,0.00,3.1104,2025-06-26,,true
92,CA-2015-149587,OFF-PA-10003177,12.9600,2,0.00,6.2208,2025-06-26,,true
93,CA-2015-149587,FUR-FU-10003799,53.3400,3,0.00,16.5354,2025-06-26,,true
94,CA-2015-149587,OFF-BI-10002852,32.9600,2,0.00,16.1504,2025-06-26,,true
95,US-2017-109484,OFF-BI-10004738,5.6820,1,0.70,-3.7880,2025-06-26,,true
96,CA-2017-161018,FUR-FU-10000629,96.5300,7,0.00,40.5426,2025-06-26,,true
97,CA-2017-157833,OFF-BI-10001721,51.3120,3,0.20,17.9592,2025-06-26,,true
98,CA-2016-149223,OFF-AP-10000358,77.8800,6,0.00,22.5852,2025-06-26,,true
99,CA-2016-158568,OFF-PA-10003256,64.6240,7,0.20,22.6184,2025-06-26,,true
100,CA-2016-158568,TEC-AC-10001767,95.9760,3,0.20,-10.7973,2025-06-26,,true
101,CA-2016-158568,OFF-BI-10002609,1.7880,3,0.80,-3.0396,2025-06-26,,true
102,CA-2016-129903,OFF-PA-10004040,23.9200,4,0.00,11.7208,2025-06-26,,true
103,US-2015-156867,TEC-AC-10001552,238.8960,6,0.20,-26.8758,2025-06-26,,true
104,US-2015-156867,FUR-FU-10004006,102.3600,3,0.20,-3.8385,2025-06-26,,true
105,US-2015-156867,OFF-BI-10002794,36.8820,3,0.70,-25.8174,2025-06-26,,true
106,CA-2017-119004,TEC-AC-10003499,74.1120,8,0.20,17.6016,2025-06-26,,true
107,CA-2017-119004,TEC-PH-10002844,27.9920,1,0.20,2.0994,2025-06-26,,true
108,CA-2017-119004,OFF-AR-10000390,3.3040,1,0.20,1.0738,2025-06-26,,true
109,CA-2015-129476,TEC-AC-10000844,339.9600,5,0.20,67.9920,2025-06-26,,true
110,CA-2017-146780,FUR-FU-10001934,41.9600,2,0.00,10.9096,2025-06-26,,true
111,CA-2016-128867,OFF-AR-10000380,75.9600,2,0.00,22.7880,2025-06-26,,true
112,CA-2016-128867,OFF-BI-10003981,27.2400,6,0.00,13.3476,2025-06-26,,true
113,CA-2014-115259,OFF-FA-10000621,40.0960,14,0.20,14.5348,2025-06-26,,true
114,CA-2014-115259,OFF-EN-10002600,4.7200,2,0.20,1.6520,2025-06-26,,true
115,CA-2014-115259,OFF-PA-10004965,23.9760,3,0.20,7.4925,2025-06-26,,true
116,CA-2014-115259,OFF-EN-10002504,130.4640,6,0.20,44.0316,2025-06-26,,true
117,CA-2015-110457,FUR-TA-10001768,787.5300,3,0.00,165.3813,2025-06-26,,true
118,US-2015-136476,OFF-BI-10003650,157.7940,1,0.70,-115.7156,2025-06-26,,true
119,CA-2016-103730,FUR-FU-10002157,47.0400,3,0.00,18.3456,2025-06-26,,true
120,CA-2016-103730,OFF-BI-10003910,30.8400,4,0.00,13.8780,2025-06-26,,true
121,CA-2016-103730,OFF-ST-10000777,226.5600,6,0.00,63.4368,2025-06-26,,true
122,CA-2016-103730,OFF-EN-10002500,115.0200,9,0.00,51.7590,2025-06-26,,true
123,CA-2016-103730,TEC-PH-10003875,68.0400,7,0.00,19.7316,2025-06-26,,true
124,US-2014-152030,FUR-CH-10004063,600.5580,3,0.30,-8.5794,2025-06-26,,true
125,US-2014-134614,FUR-TA-10004534,617.7000,6,0.50,-407.6820,2025-06-26,,true
126,US-2017-107272,OFF-BI-10003274,2.3880,2,0.70,-1.8308,2025-06-26,,true
127,US-2017-107272,OFF-ST-10002974,243.9920,7,0.20,30.4990,2025-06-26,,true
128,US-2016-125969,FUR-CH-10001146,81.4240,2,0.20,-9.1602,2025-06-26,,true
129,US-2016-125969,FUR-FU-10003773,238.5600,3,0.00,26.2416,2025-06-26,,true
130,US-2017-164147,TEC-PH-10002293,59.9700,5,0.40,-11.9940,2025-06-26,,true
131,US-2017-164147,OFF-PA-10002377,78.3040,2,0.20,29.3640,2025-06-26,,true
132,US-2017-164147,OFF-FA-10002780,21.4560,9,0.20,6.9732,2025-06-26,,true
133,CA-2016-145583,OFF-PA-10001804,20.0400,3,0.00,9.6192,2025-06-26,,true
134,CA-2016-145583,OFF-PA-10001736,35.4400,1,0.00,16.6568,2025-06-26,,true
135,CA-2016-145583,OFF-AR-10001149,11.5200,4,0.00,3.4560,2025-06-26,,true
136,CA-2016-145583,OFF-FA-10002988,4.0200,2,0.00,1.9698,2025-06-26,,true
137,CA-2016-145583,OFF-BI-10004781,76.1760,3,0.20,26.6616,2025-06-26,,true
138,CA-2016-145583,OFF-SU-10001218,65.8800,6,0.00,18.4464,2025-06-26,,true
139,CA-2016-145583,FUR-FU-10001706,43.1200,14,0.00,20.6976,2025-06-26,,true
140,CA-2016-110366,FUR-FU-10004848,82.8000,2,0.20,10.3500,2025-06-26,,true
141,CA-2017-106180,OFF-AR-10000940,8.8200,3,0.00,2.3814,2025-06-26,,true
142,CA-2017-106180,OFF-EN-10004030,10.8600,3,0.00,5.1042,2025-06-26,,true
143,CA-2017-106180,OFF-PA-10004327,143.7000,3,0.00,68.9760,2025-06-26,,true
144,CA-2017-155376,OFF-AP-10001058,839.4300,3,0.00,218.2518,2025-06-26,,true
145,CA-2015-110744,OFF-ST-10003656,671.9300,7,0.00,20.1579,2025-06-26,,true
146,CA-2014-110072,FUR-FU-10000521,93.8880,4,0.20,12.9096,2025-06-26,,true
147,CA-2016-114489,TEC-PH-10000215,384.4500,11,0.00,103.8015,2025-06-26,,true
148,CA-2016-114489,TEC-PH-10001448,149.9700,3,0.00,5.9988,2025-06-26,,true
149,CA-2016-114489,FUR-CH-10000454,1951.8400,8,0.00,585.5520,2025-06-26,,true
150,CA-2016-114489,OFF-BI-10002735,171.5500,5,0.00,80.6285,2025-06-26,,true
151,CA-2016-158834,OFF-AP-10000326,157.9200,5,0.20,17.7660,2025-06-26,,true
152,CA-2016-158834,TEC-PH-10001254,203.1840,2,0.20,15.2388,2025-06-26,,true
153,CA-2015-124919,OFF-PA-10001950,58.3800,7,0.00,26.2710,2025-06-26,,true
154,CA-2015-124919,OFF-PA-10002254,105.5200,4,0.00,48.5392,2025-06-26,,true
155,CA-2015-124919,OFF-ST-10001590,80.8800,6,0.00,21.0288,2025-06-26,,true
156,CA-2015-118948,OFF-AR-10001547,6.6300,3,0.00,1.7901,2025-06-26,,true
157,CA-2014-104269,FUR-CH-10004063,457.5680,2,0.20,51.4764,2025-06-26,,true
158,CA-2016-114104,OFF-LA-10002475,14.6200,2,0.00,6.8714,2025-06-26,,true
159,CA-2016-114104,TEC-PH-10004536,944.9300,7,0.00,236.2325,2025-06-26,,true
160,CA-2016-162733,OFF-PA-10002751,5.9800,1,0.00,2.6910,2025-06-26,,true
161,CA-2015-119697,TEC-AC-10003657,54.3840,2,0.20,1.3596,2025-06-26,,true
162,CA-2016-154508,OFF-EN-10001990,28.4000,5,0.00,13.3480,2025-06-26,,true
163,CA-2016-113817,OFF-BI-10004002,27.6800,2,0.20,9.6880,2025-06-26,,true
164,CA-2014-139892,OFF-AR-10004441,9.9360,3,0.20,2.7324,2025-06-26,,true
165,CA-2014-139892,TEC-MA-10000822,8159.9520,8,0.40,-1359.9920,2025-06-26,,true
166,CA-2014-139892,OFF-ST-10000991,275.9280,3,0.20,-58.6347,2025-06-26,,true
167,CA-2014-139892,FUR-CH-10004287,1740.0600,9,0.30,-24.8580,2025-06-26,,true
168,CA-2014-139892,OFF-AR-10002656,32.0640,6,0.20,6.8136,2025-06-26,,true
169,CA-2014-139892,OFF-AP-10002518,177.9800,5,0.80,-453.8490,2025-06-26,,true
170,CA-2014-139892,TEC-PH-10003931,143.9760,3,0.20,8.9985,2025-06-26,,true
171,CA-2014-118962,OFF-PA-10000659,20.9400,3,0.00,9.8418,2025-06-26,,true
172,CA-2014-118962,OFF-PA-10001144,110.9600,2,0.00,53.2608,2025-06-26,,true
173,CA-2014-118962,FUR-CH-10003817,340.1440,7,0.20,21.2590,2025-06-26,,true
174,US-2014-100853,OFF-AP-10000891,52.4480,2,0.80,-131.1200,2025-06-26,,true
175,US-2014-100853,OFF-LA-10003148,20.1600,4,0.20,6.5520,2025-06-26,,true
176,US-2017-152366,OFF-AP-10002684,97.2640,4,0.80,-243.1600,2025-06-26,,true
177,US-2015-101511,FUR-CH-10004698,396.8020,7,0.30,-11.3372,2025-06-26,,true
178,US-2015-101511,OFF-SU-10002189,15.8800,5,0.20,-3.7715,2025-06-26,,true
179,CA-2015-137225,OFF-AR-10001940,3.2800,1,0.00,1.4104,2025-06-26,,true
180,CA-2014-166191,OFF-ST-10003455,24.8160,2,0.20,1.8612,2025-06-26,,true
181,CA-2014-166191,TEC-AC-10004659,408.7440,7,0.20,76.6395,2025-06-26,,true
182,CA-2014-158274,TEC-PH-10003273,503.9600,4,0.00,131.0296,2025-06-26,,true
183,CA-2014-158274,TEC-PH-10004896,149.9500,5,0.00,41.9860,2025-06-26,,true
184,CA-2014-158274,TEC-AC-10002345,29.0000,2,0.00,7.2500,2025-06-26,,true
185,CA-2016-105018,OFF-BI-10001890,7.1600,2,0.00,3.4368,2025-06-26,,true
186,CA-2014-123260,TEC-AC-10002323,176.8000,8,0.00,22.9840,2025-06-26,,true
187,CA-2016-157000,OFF-ST-10001328,37.2240,3,0.20,3.7224,2025-06-26,,true
188,CA-2016-157000,OFF-PA-10001950,20.0160,3,0.20,6.2550,2025-06-26,,true
189,CA-2015-102281,FUR-BO-10002613,899.1360,4,0.20,112.3920,2025-06-26,,true
190,CA-2015-102281,TEC-PH-10001552,71.7600,6,0.00,20.0928,2025-06-26,,true
191,CA-2015-102281,OFF-PA-10000061,51.8400,8,0.00,24.8832,2025-06-26,,true
192,CA-2015-102281,FUR-BO-10002545,626.3520,3,0.20,46.9764,2025-06-26,,true
193,CA-2015-102281,OFF-AR-10003514,19.9000,5,0.00,6.5670,2025-06-26,,true
194,CA-2015-131457,OFF-EN-10001509,14.2800,7,0.00,6.7116,2025-06-26,,true
195,CA-2014-140004,OFF-AR-10004685,7.4080,2,0.20,1.2038,2025-06-26,,true
196,CA-2014-140004,OFF-AR-10004027,6.0480,3,0.20,1.5876,2025-06-26,,true
197,CA-2017-107720,OFF-ST-10001414,46.2600,3,0.00,12.0276,2025-06-26,,true
198,US-2017-124303,OFF-BI-10000343,2.9460,2,0.70,-2.2586,2025-06-26,,true
199,US-2017-124303,OFF-PA-10002749,16.0560,3,0.20,5.8203,2025-06-26,,true
200,CA-2017-105074,OFF-PA-10002666,21.7440,3,0.20,6.7950,2025-06-26,,true
201,CA-2014-133690,FUR-TA-10004289,218.7500,2,0.50,-161.8750,2025-06-26,,true
202,CA-2014-133690,OFF-AP-10003622,2.6000,1,0.20,0.2925,2025-06-26,,true
203,US-2017-116701,OFF-AP-10003217,66.2840,2,0.80,-178.9668,2025-06-26,,true
204,CA-2017-126382,FUR-FU-10002960,35.1680,7,0.20,9.6712,2025-06-26,,true
205,CA-2017-108329,TEC-PH-10001918,444.7680,4,0.20,44.4768,2025-06-26,,true
206,CA-2017-135860,OFF-ST-10000642,83.9200,4,0.00,5.8744,2025-06-26,,true
207,CA-2017-135860,TEC-PH-10001700,131.9800,2,0.00,35.6346,2025-06-26,,true
208,CA-2017-135860,OFF-BI-10003274,15.9200,4,0.00,7.4824,2025-06-26,,true
209,CA-2017-135860,OFF-FA-10000134,52.2900,9,0.00,16.2099,2025-06-26,,true
210,CA-2017-135860,OFF-ST-10001522,91.9900,1,0.00,3.6796,2025-06-26,,true
211,CA-2015-101007,TEC-AC-10001266,20.8000,2,0.20,6.5000,2025-06-26,,true
212,CA-2015-146262,OFF-LA-10004544,23.6800,2,0.20,8.8800,2025-06-26,,true
213,CA-2015-146262,FUR-BO-10004695,452.4500,5,0.50,-244.3230,2025-06-26,,true
214,CA-2015-146262,TEC-PH-10002844,62.9820,3,0.40,-14.6958,2025-06-26,,true
215,CA-2015-146262,TEC-MA-10000864,1188.0000,9,0.70,-950.4000,2025-06-26,,true
216,CA-2015-146262,TEC-AC-10000109,89.5840,2,0.20,4.4792,2025-06-26,,true
217,CA-2016-130162,OFF-ST-10001328,93.0600,6,0.00,26.0568,2025-06-26,,true
218,CA-2016-130162,TEC-PH-10002563,302.3760,3,0.20,22.6782,2025-06-26,,true
219,CA-2015-169397,OFF-FA-10000585,5.5840,2,0.20,1.8148,2025-06-26,,true
220,CA-2015-169397,OFF-PA-10004000,22.7040,6,0.20,8.2302,2025-06-26,,true
221,CA-2015-169397,OFF-BI-10002852,19.7760,4,0.70,-13.8432,2025-06-26,,true
222,CA-2015-169397,FUR-FU-10000087,72.7040,4,0.20,19.0848,2025-06-26,,true
223,CA-2015-169397,TEC-MA-10001148,479.9880,4,0.70,-383.9904,2025-06-26,,true
224,CA-2015-169397,OFF-AR-10001958,27.1680,2,0.20,2.7168,2025-06-26,,true
225,CA-2015-163055,OFF-AR-10001026,2.2000,1,0.00,0.9680,2025-06-26,,true
226,CA-2015-163055,FUR-TA-10003748,622.4500,5,0.00,136.9390,2025-06-26,,true
227,CA-2015-163055,OFF-ST-10002485,21.9800,1,0.00,0.2198,2025-06-26,,true
228,US-2015-145436,FUR-CH-10004860,161.5680,2,0.20,-28.2744,2025-06-26,,true
229,US-2015-145436,FUR-CH-10004477,389.6960,8,0.20,43.8408,2025-06-26,,true
230,US-2014-156216,OFF-BI-10001679,18.6480,7,0.70,-12.4320,2025-06-26,,true
231,US-2017-100930,FUR-TA-10001705,233.8600,2,0.45,-102.0480,2025-06-26,,true
232,US-2017-100930,FUR-TA-10003473,620.6145,3,0.45,-248.2458,2025-06-26,,true
233,US-2017-100930,OFF-BI-10001679,5.3280,2,0.70,-3.5520,2025-06-26,,true
234,US-2017-100930,FUR-FU-10004017,258.0720,3,0.20,0.0000,2025-06-26,,true
235,US-2017-100930,TEC-AC-10003832,617.9760,3,0.20,-7.7247,2025-06-26,,true
236,CA-2017-160514,OFF-PA-10002479,10.5600,2,0.00,4.7520,2025-06-26,,true
237,CA-2016-157749,OFF-PA-10003349,25.9200,5,0.20,9.3960,2025-06-26,,true
238,CA-2016-157749,FUR-FU-10000576,419.6800,5,0.60,-356.7280,2025-06-26,,true
239,CA-2016-157749,FUR-FU-10004351,11.6880,3,0.60,-4.6752,2025-06-26,,true
240,CA-2016-157749,TEC-PH-10000011,31.9840,2,0.20,11.1944,2025-06-26,,true
241,CA-2016-157749,FUR-TA-10002607,177.2250,5,0.50,-120.5130,2025-06-26,,true
242,CA-2016-157749,FUR-FU-10002505,4.0440,3,0.60,-2.8308,2025-06-26,,true
243,CA-2016-157749,OFF-AR-10004685,7.4080,2,0.20,1.2038,2025-06-26,,true
244,CA-2014-131926,FUR-CH-10004063,2001.8600,7,0.00,580.5394,2025-06-26,,true
245,CA-2014-131926,OFF-ST-10002276,166.7200,2,0.00,41.6800,2025-06-26,,true
246,CA-2014-131926,OFF-PA-10004082,47.8800,6,0.00,23.9400,2025-06-26,,true
247,CA-2014-131926,OFF-AP-10002945,1503.2500,5,0.00,496.0725,2025-06-26,,true
248,CA-2014-131926,OFF-PA-10000061,25.9200,4,0.00,12.4416,2025-06-26,,true
249,CA-2016-154739,FUR-CH-10002965,321.5680,2,0.20,28.1372,2025-06-26,,true
250,CA-2016-145625,OFF-PA-10004569,7.6100,1,0.00,3.5767,2025-06-26,,true
251,CA-2016-145625,TEC-AC-10003832,3347.3700,13,0.00,636.0003,2025-06-26,,true
252,CA-2016-146941,OFF-ST-10001228,80.5800,6,0.00,22.5624,2025-06-26,,true
253,CA-2016-146941,OFF-EN-10003296,361.9200,4,0.00,162.8640,2025-06-26,,true
254,US-2015-159982,FUR-FU-10002505,12.1320,9,0.60,-8.4924,2025-06-26,,true
255,US-2015-159982,OFF-ST-10004804,82.3680,2,0.20,-19.5624,2025-06-26,,true
256,US-2015-159982,OFF-ST-10001590,53.9200,5,0.20,4.0440,2025-06-26,,true
257,US-2015-159982,TEC-PH-10001580,647.9040,6,0.20,56.6916,2025-06-26,,true
258,CA-2017-163139,TEC-AC-10000290,20.3700,3,0.00,6.9258,2025-06-26,,true
259,CA-2017-163139,OFF-ST-10002790,221.5500,3,0.00,6.6465,2025-06-26,,true
260,CA-2017-163139,OFF-BI-10003460,17.5200,5,0.20,6.1320,2025-06-26,,true
261,US-2017-155299,OFF-AP-10002203,1.6240,2,0.80,-4.4660,2025-06-26,,true
262,US-2014-106992,TEC-MA-10000822,3059.9820,3,0.40,-509.9970,2025-06-26,,true
263,US-2014-106992,TEC-MA-10003353,2519.9580,7,0.40,-251.9958,2025-06-26,,true
264,CA-2016-125318,TEC-PH-10001433,328.2240,4,0.20,28.7196,2025-06-26,,true
265,CA-2015-155040,TEC-AC-10004469,79.9000,2,0.00,35.1560,2025-06-26,,true
266,CA-2017-136826,OFF-AR-10003602,14.0160,3,0.20,4.7304,2025-06-26,,true
267,CA-2016-111010,OFF-FA-10003472,7.5600,6,0.00,0.3024,2025-06-26,,true
268,US-2017-145366,OFF-ST-10004180,37.2080,1,0.20,-7.4416,2025-06-26,,true
269,US-2017-145366,OFF-EN-10004386,57.5760,3,0.20,21.5910,2025-06-26,,true
270,CA-2017-163979,OFF-ST-10003208,725.8400,4,0.00,210.4936,2025-06-26,,true
271,CA-2015-155334,TEC-AC-10003628,209.9300,7,0.00,92.3692,2025-06-26,,true
272,CA-2015-155334,FUR-FU-10003274,5.2800,3,0.00,2.3232,2025-06-26,,true
273,CA-2015-155334,OFF-BI-10002557,10.9200,3,0.20,4.0950,2025-06-26,,true
274,CA-2017-118136,OFF-PA-10002615,8.8200,2,0.00,4.0572,2025-06-26,,true
275,CA-2017-118136,OFF-AR-10001427,5.9800,1,0.00,1.5548,2025-06-26,,true
276,CA-2017-132976,OFF-PA-10000673,11.6480,2,0.20,4.0768,2025-06-26,,true
277,CA-2017-132976,OFF-PA-10004470,18.1760,4,0.20,5.9072,2025-06-26,,true
278,CA-2017-132976,OFF-ST-10000876,59.7120,6,0.20,5.9712,2025-06-26,,true
279,CA-2017-132976,OFF-LA-10002043,24.8400,3,0.20,8.6940,2025-06-26,,true
280,US-2015-161991,OFF-BI-10004967,2.0800,5,0.80,-3.4320,2025-06-26,,true
281,US-2015-161991,TEC-PH-10001760,1114.4000,7,0.20,376.1100,2025-06-26,,true
282,CA-2015-130890,FUR-TA-10002903,1038.8400,5,0.20,51.9420,2025-06-26,,true
283,CA-2015-130883,OFF-PA-10000474,141.7600,5,0.20,47.8440,2025-06-26,,true
284,CA-2015-130883,TEC-AC-10001956,239.8000,5,0.20,47.9600,2025-06-26,,true
285,CA-2015-130883,OFF-PA-10004100,31.1040,6,0.20,10.8864,2025-06-26,,true
286,CA-2016-112697,OFF-BI-10000778,254.0580,7,0.70,-169.3720,2025-06-26,,true
287,CA-2016-112697,OFF-AP-10002684,194.5280,2,0.20,24.3160,2025-06-26,,true
